example file                                                                   
k1=1.0E13,k2=1.0E13,k3=500000.0,k4=1000.0,k5=1.0,
Iter,Time,a,b,c,d,m,n,p,
824,0.823000E-06,0.143050E-06,0.296808E-07,0.129332E-05,0.836880E-07,0.386631E-06,0.293571E-06,0.930598E-07,
825,0.824000E-06,0.142888E-06,0.296385E-07,0.129436E-05,0.836108E-07,0.386751E-06,0.293544E-06,0.932065E-07,
826,0.825000E-06,0.142726E-06,0.295962E-07,0.129540E-05,0.835338E-07,0.386870E-06,0.293517E-06,0.933532E-07,
827,0.826000E-06,0.142565E-06,0.295541E-07,0.129645E-05,0.834569E-07,0.386989E-06,0.293489E-06,0.934999E-07,
828,0.827000E-06,0.142404E-06,0.295120E-07,0.129749E-05,0.833802E-07,0.387108E-06,0.293461E-06,0.936465E-07,
829,0.828000E-06,0.142244E-06,0.294701E-07,0.129853E-05,0.833035E-07,0.387226E-06,0.293433E-06,0.937931E-07,
830,0.829000E-06,0.142083E-06,0.294282E-07,0.129957E-05,0.832270E-07,0.387345E-06,0.293405E-06,0.939398E-07,
831,0.830000E-06,0.141924E-06,0.293865E-07,0.130061E-05,0.831507E-07,0.387463E-06,0.293377E-06,0.940864E-07,
832,0.831000E-06,0.141764E-06,0.293448E-07,0.130166E-05,0.830744E-07,0.387581E-06,0.293348E-06,0.942329E-07,
833,0.832000E-06,0.141605E-06,0.293033E-07,0.130270E-05,0.829983E-07,0.387698E-06,0.293319E-06,0.943795E-07,
834,0.833000E-06,0.141446E-06,0.292619E-07,0.130374E-05,0.829224E-07,0.387816E-06,0.293290E-06,0.945261E-07,
835,0.834000E-06,0.141288E-06,0.292206E-07,0.130478E-05,0.828467E-07,0.387933E-06,0.293260E-06,0.946726E-07,
836,0.835000E-06,0.141130E-06,0.291795E-07,0.130582E-05,0.827711E-07,0.388049E-06,0.293230E-06,0.948192E-07,
837,0.836000E-06,0.140972E-06,0.291384E-07,0.130686E-05,0.826956E-07,0.388166E-06,0.293200E-06,0.949657E-07,
838,0.837000E-06,0.140815E-06,0.290975E-07,0.130790E-05,0.826203E-07,0.388282E-06,0.293170E-06,0.951122E-07,
839,0.838000E-06,0.140658E-06,0.290566E-07,0.130894E-05,0.825451E-07,0.388398E-06,0.293140E-06,0.952587E-07,
840,0.839000E-06,0.140502E-06,0.290159E-07,0.130998E-05,0.824700E-07,0.388514E-06,0.293109E-06,0.954052E-07,
841,0.840000E-06,0.140346E-06,0.289753E-07,0.131102E-05,0.823951E-07,0.388630E-06,0.293078E-06,0.955516E-07,
842,0.841000E-06,0.140190E-06,0.289347E-07,0.131207E-05,0.823203E-07,0.388745E-06,0.293047E-06,0.956981E-07,
843,0.842000E-06,0.140034E-06,0.288943E-07,0.131311E-05,0.822456E-07,0.388860E-06,0.293016E-06,0.958445E-07,
844,0.843000E-06,0.139879E-06,0.288539E-07,0.131415E-05,0.821711E-07,0.388975E-06,0.292984E-06,0.959909E-07,
845,0.844000E-06,0.139724E-06,0.288137E-07,0.131519E-05,0.820967E-07,0.389090E-06,0.292952E-06,0.961373E-07,
846,0.845000E-06,0.139570E-06,0.287736E-07,0.131623E-05,0.820224E-07,0.389204E-06,0.292920E-06,0.962837E-07,
847,0.846000E-06,0.139415E-06,0.287335E-07,0.131727E-05,0.819483E-07,0.389318E-06,0.292888E-06,0.964301E-07,
848,0.847000E-06,0.139261E-06,0.286936E-07,0.131831E-05,0.818742E-07,0.389432E-06,0.292856E-06,0.965764E-07,
849,0.848000E-06,0.139108E-06,0.286537E-07,0.131935E-05,0.818003E-07,0.389546E-06,0.292823E-06,0.967227E-07,
850,0.849000E-06,0.138955E-06,0.286140E-07,0.132039E-05,0.817266E-07,0.389659E-06,0.292790E-06,0.968690E-07,
851,0.850000E-06,0.138802E-06,0.285744E-07,0.132143E-05,0.816529E-07,0.389773E-06,0.292757E-06,0.970153E-07,
852,0.851000E-06,0.138649E-06,0.285348E-07,0.132247E-05,0.815794E-07,0.389886E-06,0.292724E-06,0.971616E-07,
853,0.852000E-06,0.138497E-06,0.284954E-07,0.132350E-05,0.815061E-07,0.389999E-06,0.292691E-06,0.973079E-07,
854,0.853000E-06,0.138345E-06,0.284560E-07,0.132454E-05,0.814328E-07,0.390111E-06,0.292657E-06,0.974541E-07,
855,0.854000E-06,0.138193E-06,0.284168E-07,0.132558E-05,0.813597E-07,0.390224E-06,0.292623E-06,0.976004E-07,
856,0.855000E-06,0.138042E-06,0.283776E-07,0.132662E-05,0.812867E-07,0.390336E-06,0.292589E-06,0.977466E-07,
857,0.856000E-06,0.137891E-06,0.283385E-07,0.132766E-05,0.812138E-07,0.390448E-06,0.292555E-06,0.978928E-07,
858,0.857000E-06,0.137740E-06,0.282996E-07,0.132870E-05,0.811411E-07,0.390559E-06,0.292520E-06,0.980390E-07,
859,0.858000E-06,0.137590E-06,0.282607E-07,0.132974E-05,0.810685E-07,0.390671E-06,0.292486E-06,0.981851E-07,
860,0.859000E-06,0.137440E-06,0.282219E-07,0.133078E-05,0.809960E-07,0.390782E-06,0.292451E-06,0.983313E-07,
861,0.860000E-06,0.137290E-06,0.281832E-07,0.133182E-05,0.809236E-07,0.390893E-06,0.292416E-06,0.984774E-07,
862,0.861000E-06,0.137141E-06,0.281446E-07,0.133286E-05,0.808514E-07,0.391004E-06,0.292381E-06,0.986235E-07,
863,0.862000E-06,0.136992E-06,0.281061E-07,0.133389E-05,0.807792E-07,0.391115E-06,0.292345E-06,0.987696E-07,
864,0.863000E-06,0.136843E-06,0.280677E-07,0.133493E-05,0.807073E-07,0.391225E-06,0.292309E-06,0.989157E-07,
865,0.864000E-06,0.136694E-06,0.280294E-07,0.133597E-05,0.806354E-07,0.391335E-06,0.292273E-06,0.990617E-07,
866,0.865000E-06,0.136546E-06,0.279912E-07,0.133701E-05,0.805636E-07,0.391445E-06,0.292237E-06,0.992077E-07,
867,0.866000E-06,0.136398E-06,0.279531E-07,0.133805E-05,0.804920E-07,0.391555E-06,0.292201E-06,0.993538E-07,
868,0.867000E-06,0.136251E-06,0.279150E-07,0.133908E-05,0.804205E-07,0.391664E-06,0.292165E-06,0.994998E-07,
869,0.868000E-06,0.136103E-06,0.278771E-07,0.134012E-05,0.803491E-07,0.391774E-06,0.292128E-06,0.996457E-07,
870,0.869000E-06,0.135956E-06,0.278393E-07,0.134116E-05,0.802779E-07,0.391883E-06,0.292091E-06,0.997917E-07,
871,0.870000E-06,0.135810E-06,0.278015E-07,0.134220E-05,0.802067E-07,0.391992E-06,0.292054E-06,0.999376E-07,
872,0.871000E-06,0.135663E-06,0.277638E-07,0.134324E-05,0.801357E-07,0.392100E-06,0.292017E-06,0.100084E-06,
873,0.872000E-06,0.135517E-06,0.277263E-07,0.134427E-05,0.800648E-07,0.392209E-06,0.291979E-06,0.100229E-06,
874,0.873000E-06,0.135372E-06,0.276888E-07,0.134531E-05,0.799940E-07,0.392317E-06,0.291942E-06,0.100375E-06,
875,0.874000E-06,0.135226E-06,0.276514E-07,0.134635E-05,0.799234E-07,0.392425E-06,0.291904E-06,0.100521E-06,
876,0.875000E-06,0.135081E-06,0.276141E-07,0.134739E-05,0.798528E-07,0.392533E-06,0.291866E-06,0.100667E-06,
877,0.876000E-06,0.134936E-06,0.275768E-07,0.134842E-05,0.797824E-07,0.392641E-06,0.291828E-06,0.100813E-06,
878,0.877000E-06,0.134792E-06,0.275397E-07,0.134946E-05,0.797121E-07,0.392748E-06,0.291789E-06,0.100959E-06,
879,0.878000E-06,0.134647E-06,0.275027E-07,0.135050E-05,0.796419E-07,0.392855E-06,0.291751E-06,0.101104E-06,
880,0.879000E-06,0.134503E-06,0.274657E-07,0.135153E-05,0.795719E-07,0.392962E-06,0.291712E-06,0.101250E-06,
881,0.880000E-06,0.134360E-06,0.274288E-07,0.135257E-05,0.795019E-07,0.393069E-06,0.291673E-06,0.101396E-06,
882,0.881000E-06,0.134216E-06,0.273921E-07,0.135361E-05,0.794321E-07,0.393176E-06,0.291634E-06,0.101542E-06,
883,0.882000E-06,0.134073E-06,0.273554E-07,0.135464E-05,0.793624E-07,0.393282E-06,0.291595E-06,0.101687E-06,
884,0.883000E-06,0.133930E-06,0.273188E-07,0.135568E-05,0.792928E-07,0.393388E-06,0.291555E-06,0.101833E-06,
885,0.884000E-06,0.133788E-06,0.272822E-07,0.135672E-05,0.792233E-07,0.393494E-06,0.291516E-06,0.101979E-06,
886,0.885000E-06,0.133646E-06,0.272458E-07,0.135775E-05,0.791540E-07,0.393600E-06,0.291476E-06,0.102124E-06,
887,0.886000E-06,0.133504E-06,0.272095E-07,0.135879E-05,0.790847E-07,0.393706E-06,0.291436E-06,0.102270E-06,
888,0.887000E-06,0.133362E-06,0.271732E-07,0.135983E-05,0.790156E-07,0.393811E-06,0.291396E-06,0.102416E-06,
889,0.888000E-06,0.133221E-06,0.271370E-07,0.136086E-05,0.789466E-07,0.393916E-06,0.291355E-06,0.102561E-06,
890,0.889000E-06,0.133080E-06,0.271009E-07,0.136190E-05,0.788777E-07,0.394021E-06,0.291315E-06,0.102707E-06,
891,0.890000E-06,0.132939E-06,0.270649E-07,0.136294E-05,0.788089E-07,0.394126E-06,0.291274E-06,0.102852E-06,
892,0.891000E-06,0.132798E-06,0.270290E-07,0.136397E-05,0.787402E-07,0.394231E-06,0.291233E-06,0.102998E-06,
893,0.892000E-06,0.132658E-06,0.269932E-07,0.136501E-05,0.786716E-07,0.394335E-06,0.291192E-06,0.103143E-06,
894,0.893000E-06,0.132518E-06,0.269574E-07,0.136604E-05,0.786032E-07,0.394439E-06,0.291150E-06,0.103289E-06,
895,0.894000E-06,0.132378E-06,0.269218E-07,0.136708E-05,0.785348E-07,0.394543E-06,0.291109E-06,0.103434E-06,
896,0.895000E-06,0.132239E-06,0.268862E-07,0.136811E-05,0.784666E-07,0.394647E-06,0.291067E-06,0.103580E-06,
897,0.896000E-06,0.132100E-06,0.268507E-07,0.136915E-05,0.783985E-07,0.394751E-06,0.291026E-06,0.103725E-06,
898,0.897000E-06,0.131961E-06,0.268153E-07,0.137018E-05,0.783305E-07,0.394854E-06,0.290984E-06,0.103871E-06,
899,0.898000E-06,0.131822E-06,0.267799E-07,0.137122E-05,0.782626E-07,0.394957E-06,0.290941E-06,0.104016E-06,
900,0.899000E-06,0.131684E-06,0.267447E-07,0.137226E-05,0.781948E-07,0.395060E-06,0.290899E-06,0.104161E-06,
901,0.900000E-06,0.131546E-06,0.267095E-07,0.137329E-05,0.781272E-07,0.395163E-06,0.290857E-06,0.104307E-06,
902,0.901000E-06,0.131408E-06,0.266744E-07,0.137433E-05,0.780596E-07,0.395266E-06,0.290814E-06,0.104452E-06,
903,0.902000E-06,0.131271E-06,0.266394E-07,0.137536E-05,0.779922E-07,0.395368E-06,0.290771E-06,0.104597E-06,
904,0.903000E-06,0.131134E-06,0.266045E-07,0.137640E-05,0.779248E-07,0.395471E-06,0.290728E-06,0.104743E-06,
905,0.904000E-06,0.130997E-06,0.265696E-07,0.137743E-05,0.778576E-07,0.395573E-06,0.290685E-06,0.104888E-06,
906,0.905000E-06,0.130860E-06,0.265348E-07,0.137847E-05,0.777905E-07,0.395675E-06,0.290642E-06,0.105033E-06,
907,0.906000E-06,0.130724E-06,0.265002E-07,0.137950E-05,0.777235E-07,0.395776E-06,0.290598E-06,0.105178E-06,
908,0.907000E-06,0.130588E-06,0.264656E-07,0.138053E-05,0.776566E-07,0.395878E-06,0.290554E-06,0.105323E-06,
909,0.908000E-06,0.130452E-06,0.264310E-07,0.138157E-05,0.775898E-07,0.395979E-06,0.290511E-06,0.105469E-06,
910,0.909000E-06,0.130316E-06,0.263966E-07,0.138260E-05,0.775232E-07,0.396080E-06,0.290466E-06,0.105614E-06,
911,0.910000E-06,0.130181E-06,0.263622E-07,0.138364E-05,0.774567E-07,0.396181E-06,0.290422E-06,0.105759E-06,
912,0.911000E-06,0.130046E-06,0.263279E-07,0.138467E-05,0.773903E-07,0.396282E-06,0.290378E-06,0.105904E-06,
913,0.912000E-06,0.129911E-06,0.262937E-07,0.138571E-05,0.773240E-07,0.396382E-06,0.290333E-06,0.106049E-06,
914,0.913000E-06,0.129777E-06,0.262596E-07,0.138674E-05,0.772578E-07,0.396483E-06,0.290289E-06,0.106194E-06,
915,0.914000E-06,0.129643E-06,0.262255E-07,0.138777E-05,0.771917E-07,0.396583E-06,0.290244E-06,0.106339E-06,
916,0.915000E-06,0.129509E-06,0.261915E-07,0.138881E-05,0.771258E-07,0.396683E-06,0.290199E-06,0.106484E-06,
917,0.916000E-06,0.129375E-06,0.261576E-07,0.138984E-05,0.770599E-07,0.396782E-06,0.290153E-06,0.106629E-06,
918,0.917000E-06,0.129242E-06,0.261238E-07,0.139088E-05,0.769942E-07,0.396882E-06,0.290108E-06,0.106774E-06,
919,0.918000E-06,0.129109E-06,0.260901E-07,0.139191E-05,0.769286E-07,0.396981E-06,0.290062E-06,0.106919E-06,
920,0.919000E-06,0.128976E-06,0.260564E-07,0.139294E-05,0.768630E-07,0.397081E-06,0.290017E-06,0.107064E-06,
921,0.920000E-06,0.128843E-06,0.260228E-07,0.139398E-05,0.767976E-07,0.397180E-06,0.289971E-06,0.107209E-06,
922,0.921000E-06,0.128711E-06,0.259893E-07,0.139501E-05,0.767323E-07,0.397278E-06,0.289925E-06,0.107354E-06,
923,0.922000E-06,0.128579E-06,0.259559E-07,0.139604E-05,0.766671E-07,0.397377E-06,0.289879E-06,0.107498E-06,
924,0.923000E-06,0.128447E-06,0.259225E-07,0.139708E-05,0.766020E-07,0.397476E-06,0.289832E-06,0.107643E-06,
925,0.924000E-06,0.128315E-06,0.258892E-07,0.139811E-05,0.765370E-07,0.397574E-06,0.289786E-06,0.107788E-06,
926,0.925000E-06,0.128184E-06,0.258560E-07,0.139914E-05,0.764721E-07,0.397672E-06,0.289739E-06,0.107933E-06,
927,0.926000E-06,0.128053E-06,0.258229E-07,0.140018E-05,0.764073E-07,0.397770E-06,0.289692E-06,0.108078E-06,
928,0.927000E-06,0.127922E-06,0.257898E-07,0.140121E-05,0.763427E-07,0.397868E-06,0.289645E-06,0.108222E-06,
929,0.928000E-06,0.127792E-06,0.257568E-07,0.140224E-05,0.762781E-07,0.397965E-06,0.289598E-06,0.108367E-06,
930,0.929000E-06,0.127661E-06,0.257239E-07,0.140328E-05,0.762136E-07,0.398062E-06,0.289551E-06,0.108512E-06,
931,0.930000E-06,0.127531E-06,0.256911E-07,0.140431E-05,0.761493E-07,0.398160E-06,0.289503E-06,0.108656E-06,
932,0.931000E-06,0.127402E-06,0.256583E-07,0.140534E-05,0.760850E-07,0.398257E-06,0.289456E-06,0.108801E-06,
933,0.932000E-06,0.127272E-06,0.256256E-07,0.140637E-05,0.760209E-07,0.398353E-06,0.289408E-06,0.108946E-06,
934,0.933000E-06,0.127143E-06,0.255930E-07,0.140741E-05,0.759568E-07,0.398450E-06,0.289360E-06,0.109090E-06,
935,0.934000E-06,0.127014E-06,0.255605E-07,0.140844E-05,0.758929E-07,0.398547E-06,0.289312E-06,0.109235E-06,
936,0.935000E-06,0.126885E-06,0.255280E-07,0.140947E-05,0.758291E-07,0.398643E-06,0.289264E-06,0.109379E-06,
937,0.936000E-06,0.126757E-06,0.254956E-07,0.141050E-05,0.757653E-07,0.398739E-06,0.289215E-06,0.109524E-06,
938,0.937000E-06,0.126628E-06,0.254633E-07,0.141154E-05,0.757017E-07,0.398835E-06,0.289167E-06,0.109668E-06,
939,0.938000E-06,0.126500E-06,0.254311E-07,0.141257E-05,0.756382E-07,0.398931E-06,0.289118E-06,0.109813E-06,
940,0.939000E-06,0.126373E-06,0.253989E-07,0.141360E-05,0.755748E-07,0.399026E-06,0.289069E-06,0.109957E-06,
941,0.940000E-06,0.126245E-06,0.253668E-07,0.141463E-05,0.755114E-07,0.399122E-06,0.289020E-06,0.110102E-06,
942,0.941000E-06,0.126118E-06,0.253348E-07,0.141567E-05,0.754482E-07,0.399217E-06,0.288971E-06,0.110246E-06,
943,0.942000E-06,0.125991E-06,0.253028E-07,0.141670E-05,0.753851E-07,0.399312E-06,0.288922E-06,0.110390E-06,
944,0.943000E-06,0.125864E-06,0.252709E-07,0.141773E-05,0.753221E-07,0.399407E-06,0.288872E-06,0.110535E-06,
945,0.944000E-06,0.125737E-06,0.252391E-07,0.141876E-05,0.752592E-07,0.399502E-06,0.288823E-06,0.110679E-06,
946,0.945000E-06,0.125611E-06,0.252074E-07,0.141979E-05,0.751964E-07,0.399596E-06,0.288773E-06,0.110823E-06,
947,0.946000E-06,0.125485E-06,0.251757E-07,0.142082E-05,0.751337E-07,0.399691E-06,0.288723E-06,0.110967E-06,
948,0.947000E-06,0.125359E-06,0.251441E-07,0.142186E-05,0.750711E-07,0.399785E-06,0.288673E-06,0.111112E-06,
949,0.948000E-06,0.125234E-06,0.251126E-07,0.142289E-05,0.750085E-07,0.399879E-06,0.288623E-06,0.111256E-06,
950,0.949000E-06,0.125108E-06,0.250811E-07,0.142392E-05,0.749461E-07,0.399973E-06,0.288573E-06,0.111400E-06,
951,0.950000E-06,0.124983E-06,0.250497E-07,0.142495E-05,0.748838E-07,0.400066E-06,0.288522E-06,0.111544E-06,
952,0.951000E-06,0.124858E-06,0.250184E-07,0.142598E-05,0.748216E-07,0.400160E-06,0.288472E-06,0.111688E-06,
953,0.952000E-06,0.124734E-06,0.249872E-07,0.142701E-05,0.747595E-07,0.400253E-06,0.288421E-06,0.111832E-06,
954,0.953000E-06,0.124610E-06,0.249560E-07,0.142804E-05,0.746975E-07,0.400346E-06,0.288370E-06,0.111977E-06,
955,0.954000E-06,0.124485E-06,0.249249E-07,0.142908E-05,0.746356E-07,0.400440E-06,0.288319E-06,0.112121E-06,
956,0.955000E-06,0.124362E-06,0.248939E-07,0.143011E-05,0.745738E-07,0.400532E-06,0.288268E-06,0.112265E-06,
957,0.956000E-06,0.124238E-06,0.248629E-07,0.143114E-05,0.745121E-07,0.400625E-06,0.288216E-06,0.112409E-06,
958,0.957000E-06,0.124114E-06,0.248320E-07,0.143217E-05,0.744505E-07,0.400718E-06,0.288165E-06,0.112553E-06,
959,0.958000E-06,0.123991E-06,0.248012E-07,0.143320E-05,0.743889E-07,0.400810E-06,0.288113E-06,0.112697E-06,
960,0.959000E-06,0.123868E-06,0.247704E-07,0.143423E-05,0.743275E-07,0.400902E-06,0.288062E-06,0.112840E-06,
961,0.960000E-06,0.123746E-06,0.247397E-07,0.143526E-05,0.742662E-07,0.400994E-06,0.288010E-06,0.112984E-06,
962,0.961000E-06,0.123623E-06,0.247091E-07,0.143629E-05,0.742050E-07,0.401086E-06,0.287958E-06,0.113128E-06,
963,0.962000E-06,0.123501E-06,0.246786E-07,0.143732E-05,0.741439E-07,0.401178E-06,0.287905E-06,0.113272E-06,
964,0.963000E-06,0.123379E-06,0.246481E-07,0.143835E-05,0.740828E-07,0.401269E-06,0.287853E-06,0.113416E-06,
965,0.964000E-06,0.123257E-06,0.246177E-07,0.143938E-05,0.740219E-07,0.401360E-06,0.287801E-06,0.113560E-06,
966,0.965000E-06,0.123136E-06,0.245873E-07,0.144041E-05,0.739611E-07,0.401452E-06,0.287748E-06,0.113703E-06,
967,0.966000E-06,0.123014E-06,0.245571E-07,0.144144E-05,0.739003E-07,0.401543E-06,0.287695E-06,0.113847E-06,
968,0.967000E-06,0.122893E-06,0.245269E-07,0.144247E-05,0.738397E-07,0.401633E-06,0.287642E-06,0.113991E-06,
969,0.968000E-06,0.122773E-06,0.244967E-07,0.144350E-05,0.737791E-07,0.401724E-06,0.287589E-06,0.114135E-06,
970,0.969000E-06,0.122652E-06,0.244667E-07,0.144453E-05,0.737187E-07,0.401815E-06,0.287536E-06,0.114278E-06,
971,0.970000E-06,0.122532E-06,0.244367E-07,0.144556E-05,0.736583E-07,0.401905E-06,0.287483E-06,0.114422E-06,
972,0.971000E-06,0.122412E-06,0.244067E-07,0.144659E-05,0.735981E-07,0.401995E-06,0.287430E-06,0.114566E-06,
973,0.972000E-06,0.122292E-06,0.243769E-07,0.144762E-05,0.735379E-07,0.402085E-06,0.287376E-06,0.114709E-06,
974,0.973000E-06,0.122172E-06,0.243471E-07,0.144865E-05,0.734779E-07,0.402175E-06,0.287322E-06,0.114853E-06,
975,0.974000E-06,0.122053E-06,0.243173E-07,0.144968E-05,0.734179E-07,0.402265E-06,0.287269E-06,0.114996E-06,
976,0.975000E-06,0.121933E-06,0.242877E-07,0.145071E-05,0.733580E-07,0.402354E-06,0.287215E-06,0.115140E-06,
977,0.976000E-06,0.121814E-06,0.242581E-07,0.145174E-05,0.732982E-07,0.402444E-06,0.287161E-06,0.115283E-06,
978,0.977000E-06,0.121696E-06,0.242285E-07,0.145277E-05,0.732385E-07,0.402533E-06,0.287106E-06,0.115427E-06,
979,0.978000E-06,0.121577E-06,0.241991E-07,0.145380E-05,0.731789E-07,0.402622E-06,0.287052E-06,0.115570E-06,
980,0.979000E-06,0.121459E-06,0.241697E-07,0.145483E-05,0.731194E-07,0.402711E-06,0.286997E-06,0.115713E-06,
981,0.980000E-06,0.121341E-06,0.241403E-07,0.145586E-05,0.730600E-07,0.402800E-06,0.286943E-06,0.115857E-06,
982,0.981000E-06,0.121223E-06,0.241111E-07,0.145689E-05,0.730007E-07,0.402888E-06,0.286888E-06,0.116000E-06,
983,0.982000E-06,0.121105E-06,0.240819E-07,0.145792E-05,0.729415E-07,0.402977E-06,0.286833E-06,0.116143E-06,
984,0.983000E-06,0.120988E-06,0.240527E-07,0.145895E-05,0.728824E-07,0.403065E-06,0.286778E-06,0.116287E-06,
985,0.984000E-06,0.120870E-06,0.240236E-07,0.145998E-05,0.728233E-07,0.403153E-06,0.286723E-06,0.116430E-06,
986,0.985000E-06,0.120753E-06,0.239945E-07,0.146101E-05,0.727644E-07,0.403241E-06,0.286668E-06,0.116573E-06,
987,0.986000E-06,0.120637E-06,0.239655E-07,0.146203E-05,0.727055E-07,0.403329E-06,0.286613E-06,0.116716E-06,
988,0.987000E-06,0.120520E-06,0.239365E-07,0.146306E-05,0.726468E-07,0.403417E-06,0.286557E-06,0.116860E-06,
989,0.988000E-06,0.120403E-06,0.239077E-07,0.146409E-05,0.725881E-07,0.403504E-06,0.286502E-06,0.117003E-06,
990,0.989000E-06,0.120287E-06,0.238788E-07,0.146512E-05,0.725295E-07,0.403592E-06,0.286446E-06,0.117146E-06,
991,0.990000E-06,0.120171E-06,0.238501E-07,0.146615E-05,0.724710E-07,0.403679E-06,0.286390E-06,0.117289E-06,
992,0.991000E-06,0.120055E-06,0.238214E-07,0.146718E-05,0.724126E-07,0.403766E-06,0.286334E-06,0.117432E-06,
993,0.992000E-06,0.119940E-06,0.237927E-07,0.146821E-05,0.723543E-07,0.403853E-06,0.286278E-06,0.117575E-06,
994,0.993000E-06,0.119824E-06,0.237642E-07,0.146924E-05,0.722961E-07,0.403940E-06,0.286222E-06,0.117718E-06,
995,0.994000E-06,0.119709E-06,0.237357E-07,0.147026E-05,0.722380E-07,0.404026E-06,0.286165E-06,0.117861E-06,
996,0.995000E-06,0.119594E-06,0.237072E-07,0.147129E-05,0.721800E-07,0.404113E-06,0.286109E-06,0.118004E-06,
997,0.996000E-06,0.119480E-06,0.236788E-07,0.147232E-05,0.721220E-07,0.404199E-06,0.286052E-06,0.118147E-06,
998,0.997000E-06,0.119365E-06,0.236505E-07,0.147335E-05,0.720642E-07,0.404285E-06,0.285996E-06,0.118290E-06,
999,0.998000E-06,0.119251E-06,0.236222E-07,0.147438E-05,0.720064E-07,0.404371E-06,0.285939E-06,0.118433E-06,
1000,0.999000E-06,0.119137E-06,0.235940E-07,0.147541E-05,0.719488E-07,0.404457E-06,0.285882E-06,0.118575E-06,
1001,0.100000E-05,0.119023E-06,0.235659E-07,0.147643E-05,0.718912E-07,0.404543E-06,0.285825E-06,0.118718E-06,
